Cohort,Strain,Diet,MouseID,DOB,MortalityDate,UnnaturalCauseOfDeath,Lifespan,DontUseThisAnimal
1,003,AL,003M11,29-Mar-05,23/5/06,FALSE,420,FALSE
1,003,AL,003M07,29-Mar-05,21/3/07,FALSE,722,FALSE
1,003,AL,003M19,29-Mar-05,2/8/07,FALSE,856,FALSE
1,003,AL,003M13,29-Mar-05,22/9/07,FALSE,907,FALSE
1,003,AL,003M05,29-Mar-05,2/11/07,FALSE,948,FALSE
1,003,AL,003M09,29-Mar-05,3/12/07,FALSE,979,FALSE
1,003,AL,003M15,29-Mar-05,17/12/07,FALSE,993,FALSE
1,003,AL,003M17,29-Mar-05,27/12/07,FALSE,1003,FALSE
1,003,AL,003M03,29-Mar-05,28/2/08,FALSE,1066,FALSE
1,003,AL,003M01,29-Mar-05,10/7/08,FALSE,1199,FALSE
1,003,DR,003M12,29-Mar-05,18/8/06,FALSE,507,FALSE
1,003,DR,003M10,29-Mar-05,20/12/06,FALSE,631,FALSE
1,003,DR,003M20,29-Mar-05,18/10/07,FALSE,933,FALSE
1,003,DR,003M22,29-Mar-05,2/12/07,FALSE,978,FALSE
1,003,DR,003M06,29-Mar-05,29/12/07,FALSE,1005,FALSE
1,003,DR,003M18,29-Mar-05,7/1/08,FALSE,1014,FALSE
1,003,DR,003M24,29-Mar-05,10/1/08,FALSE,1017,FALSE
1,003,DR,003M16,29-Mar-05,22/1/08,FALSE,1029,FALSE
1,003,DR,003M08,29-Mar-05,12/4/08,FALSE,1110,FALSE
1,003,DR,003M04,29-Mar-05,30/4/08,FALSE,1128,FALSE
1,003,DR,003M02,29-Mar-05,15/5/08,FALSE,1143,FALSE
1,003,DR,003M14,29-Mar-05,22/5/08,FALSE,1150,FALSE
1,005,AL,005M09,30-Mar-05,4/11/05,FALSE,219,FALSE
1,005,AL,005M17,30-Mar-05,23/11/05,FALSE,238,FALSE
1,005,AL,005M07,30-Mar-05,12/3/06,FALSE,347,FALSE
1,005,AL,005M03,30-Mar-05,18/3/06,FALSE,353,FALSE
1,005,AL,005m13,30-Mar-05,29/3/06,FALSE,364,FALSE
1,005,AL,005M01,30-Mar-05,1/5/06,FALSE,397,FALSE
1,005,AL,005M11,30-Mar-05,6/1/07,FALSE,647,FALSE
1,005,AL,005M19,30-Mar-05,28/5/07,FALSE,789,FALSE
1,005,AL,005M05,30-Mar-05,2/6/07,FALSE,794,FALSE
1,005,AL,005M15,30-Mar-05,8/8/07,FALSE,861,FALSE
1,005,DR,005M08,30-Mar-05,10/5/07,FALSE,771,FALSE
1,005,DR,005M20,30-Mar-05,23/10/07,FALSE,937,FALSE
1,005,DR,005M18,30-Mar-05,26/10/07,FALSE,940,FALSE
1,005,DR,005M22,30-Mar-05,25/12/07,FALSE,1000,FALSE
1,005,DR,005M16,30-Mar-05,9/1/08,FALSE,1015,FALSE
1,005,DR,005M06,30-Mar-05,10/1/08,FALSE,1016,FALSE
1,005,DR,005M02,30-Mar-05,12/1/08,FALSE,1018,FALSE
1,005,DR,005M24,30-Mar-05,29/4/08,FALSE,1126,FALSE
1,005,DR,005M14,30-Mar-05,30/4/08,FALSE,1127,FALSE
1,005,DR,005M10,30-Mar-05,12/5/08,FALSE,1139,FALSE
1,005,DR,005M04,30-Mar-05,26/5/08,FALSE,1153,FALSE
1,005,DR,005M12,30-Mar-05,31/5/08,FALSE,1158,FALSE
1,013,AL,013M07,29-Mar-05,10/5/07,FALSE,772,FALSE
1,013,AL,013M05,29-Mar-05,29/6/07,FALSE,822,FALSE
1,013,AL,013M15,29-Mar-05,4/7/07,FALSE,827,FALSE
1,013,AL,013M19,29-Mar-05,23/7/07,FALSE,846,FALSE
1,013,AL,013M09,29-Mar-05,23/7/07,FALSE,846,FALSE
1,013,AL,013M11,29-Mar-05,23/7/07,FALSE,846,FALSE
1,013,AL,013M13,29-Mar-05,4/8/07,FALSE,858,FALSE
1,013,AL,013M01,29-Mar-05,20/8/07,FALSE,874,FALSE
1,013,AL,013M17,29-Mar-05,21/8/07,FALSE,875,FALSE
1,013,DR,013M16,29-Mar-05,23/6/05,FALSE,86,FALSE
1,013,DR,013M10,29-Mar-05,19/8/05,FALSE,143,FALSE
1,013,DR,013M06,29-Mar-05,29/9/05,FALSE,184,FALSE
1,013,DR,013M04,29-Mar-05,28/6/06,FALSE,456,FALSE
1,013,DR,013M18,29-Mar-05,3/8/06,FALSE,492,FALSE
1,013,DR,013M08,29-Mar-05,11/8/06,FALSE,500,FALSE
1,013,DR,013M12,29-Mar-05,11/12/06,FALSE,622,FALSE
1,013,DR,013M22,29-Mar-05,27/1/07,FALSE,669,FALSE
1,013,DR,013M20,29-Mar-05,16/2/07,FALSE,689,FALSE
1,013,DR,013M24,29-Mar-05,24/3/07,FALSE,725,FALSE
1,013,DR,013M02,29-Mar-05,1/4/07,FALSE,733,FALSE
1,013,DR,013M14,29-Mar-05,18/5/07,FALSE,780,FALSE
1,014,AL,014M19,29-Mar-05,21/7/06,FALSE,479,FALSE
1,014,AL,014M05,29-Mar-05,7/10/06,FALSE,557,FALSE
1,014,AL,014M01,29-Mar-05,21/10/06,FALSE,571,FALSE
1,014,AL,014M03,29-Mar-05,16/6/07,FALSE,809,FALSE
1,014,AL,014M17,29-Mar-05,29/6/07,FALSE,822,FALSE
1,014,AL,014M07,29-Mar-05,4/7/07,FALSE,827,FALSE
1,014,AL,014M09,29-Mar-05,17/7/07,FALSE,840,FALSE
1,014,AL,014M15,29-Mar-05,25/7/07,FALSE,848,FALSE
1,014,AL,014M13,29-Mar-05,14/10/07,FALSE,929,FALSE
1,014,AL,014M11,29-Mar-05,24/10/07,FALSE,939,FALSE
1,014,DR,014M02,29-Mar-05,23/1/06,FALSE,300,FALSE
1,014,DR,014M04,29-Mar-05,24/2/06,FALSE,332,FALSE
1,014,DR,014M08,29-Mar-05,24/3/06,FALSE,360,FALSE
1,014,DR,014M20,29-Mar-05,30/3/06,FALSE,366,FALSE
1,014,DR,014M22,29-Mar-05,16/6/06,FALSE,444,FALSE
1,014,DR,014M18,29-Mar-05,24/6/06,FALSE,452,FALSE
1,014,DR,014M14,29-Mar-05,23/7/06,FALSE,481,FALSE
1,014,DR,014M12,29-Mar-05,16/2/07,FALSE,689,FALSE
1,014,DR,014M16,29-Mar-05,22/3/07,FALSE,723,FALSE
1,014,DR,014M24,29-Mar-05,24/4/07,FALSE,756,FALSE
1,016,AL,016M15,28-Mar-05,30/6/06,FALSE,459,FALSE
1,016,AL,016M03,28-Mar-05,1/10/06,FALSE,552,FALSE
1,016,AL,016M07,28-Mar-05,29/11/06,FALSE,611,FALSE
1,016,AL,016M01,28-Mar-05,18/2/07,FALSE,692,FALSE
1,016,AL,016M09,28-Mar-05,13/3/07,FALSE,715,FALSE
1,016,AL,016M05,28-Mar-05,25/3/07,FALSE,727,FALSE
1,016,AL,016M13,28-Mar-05,30/4/07,FALSE,763,FALSE
1,016,AL,016M11,28-Mar-05,28/5/07,FALSE,791,FALSE
1,016,AL,016M17,28-Mar-05,22/6/07,FALSE,816,FALSE
1,016,AL,016M19,28-Mar-05,29/6/07,FALSE,823,FALSE
1,016,DR,016M08,28-Mar-05,25/1/06,FALSE,303,FALSE
1,016,DR,016M18,28-Mar-05,16/2/07,FALSE,690,FALSE
1,016,DR,016M24,28-Mar-05,22/2/07,FALSE,696,FALSE
1,016,DR,016M20,28-Mar-05,18/3/07,FALSE,720,FALSE
1,016,DR,016M14,28-Mar-05,29/3/07,FALSE,731,FALSE
1,016,DR,016M16,28-Mar-05,3/4/07,FALSE,736,FALSE
1,016,DR,016m12,28-Mar-05,12/5/07,FALSE,775,FALSE
1,016,DR,016m02,28-Mar-05,16/5/07,FALSE,779,FALSE
1,016,DR,016M06,28-Mar-05,22/5/07,FALSE,785,FALSE
1,016,DR,016M10,28-Mar-05,30/5/07,FALSE,793,FALSE
1,016,DR,016M22,28-Mar-05,31/5/07,FALSE,794,FALSE
1,016,DR,016m04,28-Mar-05,8/6/07,FALSE,802,FALSE
1,019,AL,019M19,29-Mar-05,27/9/06,FALSE,547,FALSE
1,019,AL,019M09,29-Mar-05,15/11/06,FALSE,596,FALSE
1,019,AL,019M13,29-Mar-05,30/4/07,FALSE,762,FALSE
1,019,AL,019M11,29-Mar-05,11/5/07,FALSE,773,FALSE
1,019,AL,019M17,29-Mar-05,4/7/07,FALSE,827,FALSE
1,019,AL,019M05,29-Mar-05,10/7/07,FALSE,833,FALSE
1,019,AL,019M07,29-Mar-05,20/7/07,FALSE,843,FALSE
1,019,AL,019M03,29-Mar-05,24/8/07,FALSE,878,FALSE
1,019,AL,019M01,29-Mar-05,18/10/07,FALSE,933,FALSE
1,019,DR,019M08,29-Mar-05,8/9/06,FALSE,528,FALSE
1,019,DR,019M10,29-Mar-05,21/12/06,FALSE,632,FALSE
1,019,DR,019M16,29-Mar-05,27/1/07,FALSE,669,FALSE
1,019,DR,019M14,29-Mar-05,31/1/07,FALSE,673,FALSE
1,019,DR,019M12,29-Mar-05,16/3/07,FALSE,717,FALSE
1,019,DR,019M04,29-Mar-05,22/3/07,FALSE,723,FALSE
1,019,DR,019M20,29-Mar-05,13/6/07,FALSE,806,FALSE
1,019,DR,019M06,29-Mar-05,5/8/07,FALSE,859,FALSE
1,019,DR,019M22,29-Mar-05,11/10/07,FALSE,926,FALSE
1,019,DR,019M24,29-Mar-05,27/10/07,FALSE,942,FALSE
1,019,DR,019M02,29-Mar-05,6/11/07,FALSE,952,FALSE
1,019,DR,019M18,29-Mar-05,10/11/07,FALSE,956,FALSE
1,022,AL,022M05,28-Mar-05,31/8/05,FALSE,156,FALSE
1,022,AL,022M17,28-Mar-05,20/2/06,FALSE,329,FALSE
1,022,AL,022M09,28-Mar-05,5/7/06,FALSE,464,FALSE
1,022,AL,022M13,28-Mar-05,30/1/07,FALSE,673,FALSE
1,022,AL,022M01,28-Mar-05,26/2/07,FALSE,700,FALSE
1,022,AL,022M15,28-Mar-05,29/6/07,FALSE,823,FALSE
1,022,AL,022M07,28-Mar-05,4/9/07,FALSE,890,FALSE
1,022,AL,022M19,28-Mar-05,19/9/07,FALSE,905,FALSE
1,022,AL,022M03,28-Mar-05,23/9/07,FALSE,909,FALSE
1,022,AL,022m11,28-Mar-05,29/9/07,FALSE,915,FALSE
1,022,DR,022M08,28-Mar-05,6/2/06,FALSE,315,FALSE
1,022,DR,022M10,28-Mar-05,19/4/06,FALSE,387,FALSE
1,022,DR,022m06,28-Mar-05,6/7/06,FALSE,465,FALSE
1,022,DR,022M22,28-Mar-05,9/2/07,FALSE,683,FALSE
1,022,DR,022M16,28-Mar-05,20/4/07,FALSE,753,FALSE
1,022,DR,022M02,28-Mar-05,12/5/07,FALSE,775,FALSE
1,022,DR,022M20,28-Mar-05,30/9/07,FALSE,916,FALSE
1,022,DR,022M18,28-Mar-05,1/11/07,FALSE,948,FALSE
1,022,DR,022M24,28-Mar-05,1/11/07,FALSE,948,FALSE
1,022,DR,022M04,28-Mar-05,2/11/07,FALSE,949,FALSE
1,022,DR,022M14,28-Mar-05,4/11/07,FALSE,951,FALSE
1,023,AL,023M11,29-Mar-05,14/2/07,FALSE,687,FALSE
1,023,AL,023M07,29-Mar-05,30/4/07,FALSE,762,FALSE
1,023,AL,023M09,29-Mar-05,17/7/07,FALSE,840,FALSE
1,023,AL,023M05,29-Mar-05,27/8/07,FALSE,881,FALSE
1,023,AL,023M01,29-Mar-05,3/11/07,FALSE,949,FALSE
1,023,AL,023M03,29-Mar-05,5/11/07,FALSE,951,FALSE
1,023,AL,023M15,29-Mar-05,16/2/08,FALSE,1054,FALSE
1,023,DR,023M22,29-Mar-05,7/12/05,FALSE,253,FALSE
1,023,DR,023M24,29-Mar-05,26/2/06,FALSE,334,FALSE
1,023,DR,023M20,29-Mar-05,6/4/06,FALSE,373,FALSE
1,023,DR,023M02,29-Mar-05,23/3/08,FALSE,1090,FALSE
1,023,DR,023M12,29-Mar-05,25/3/08,FALSE,1092,FALSE
1,023,DR,023M08,29-Mar-05,11/5/08,FALSE,1139,FALSE
1,023,DR,023M04,29-Mar-05,7/6/08,FALSE,1166,FALSE
1,023,DR,023M14,29-Mar-05,7/6/08,FALSE,1166,FALSE
1,023,DR,023M04,29-Mar-05,7/6/08,FALSE,1166,FALSE
1,023,DR,023M10,29-Mar-05,11/6/08,FALSE,1170,FALSE
1,041,AL,041M19,29-Mar-05,13/3/07,FALSE,714,FALSE
1,041,AL,041M09,29-Mar-05,5/4/07,FALSE,737,FALSE
1,041,AL,041M15,29-Mar-05,17/4/07,FALSE,749,FALSE
1,041,AL,041M05,29-Mar-05,20/6/07,FALSE,813,FALSE
1,041,AL,041M11,29-Mar-05,5/7/07,FALSE,828,FALSE
1,041,AL,041M13,29-Mar-05,25/8/07,FALSE,879,FALSE
1,041,AL,041M17,29-Mar-05,19/9/07,FALSE,904,FALSE
1,041,AL,041M03,29-Mar-05,21/9/07,FALSE,906,FALSE
1,041,AL,041M01,29-Mar-05,22/9/07,FALSE,907,FALSE
1,041,AL,041M07,29-Mar-05,7/11/07,FALSE,953,FALSE
1,041,DR,041M06,29-Mar-05,24/10/05,FALSE,209,FALSE
1,041,DR,041M20,29-Mar-05,11/8/07,FALSE,865,FALSE
1,041,DR,041M18,29-Mar-05,13/11/07,FALSE,959,FALSE
1,041,DR,041M10,29-Mar-05,21/11/07,FALSE,967,FALSE
1,041,DR,041M24,29-Mar-05,25/11/07,FALSE,971,FALSE
1,041,DR,041M14,29-Mar-05,13/12/07,FALSE,989,FALSE
1,041,DR,041M02,29-Mar-05,19/12/07,FALSE,995,FALSE
1,041,DR,041M22,29-Mar-05,24/12/07,FALSE,1000,FALSE
1,041,DR,041M12,29-Mar-05,9/1/08,FALSE,1016,FALSE
1,041,DR,041M04,29-Mar-05,26/1/08,FALSE,1033,FALSE
1,041,DR,041M08,29-Mar-05,9/2/08,FALSE,1047,FALSE
1,041,DR,041M16,29-Mar-05,20/2/08,FALSE,1058,FALSE
1,046,AL,046M19,30-Mar-05,14/5/07,FALSE,775,FALSE
1,046,AL,046M15,30-Mar-05,27/8/07,FALSE,880,FALSE
1,046,AL,046M05,30-Mar-05,5/9/07,FALSE,889,FALSE
1,046,AL,046M01,30-Mar-05,19/9/07,FALSE,903,FALSE
1,046,AL,046M07,30-Mar-05,22/9/07,FALSE,906,FALSE
1,046,AL,046M03,30-Mar-05,26/10/07,FALSE,940,FALSE
1,046,AL,046M09,30-Mar-05,28/10/07,FALSE,942,FALSE
1,046,AL,046M13,30-Mar-05,3/12/07,FALSE,978,FALSE
1,046,AL,046M11,30-Mar-05,7/12/07,FALSE,982,FALSE
1,046,AL,046M17,30-Mar-05,8/12/07,FALSE,983,FALSE
1,046,DR,046M12,30-Mar-05,25/6/07,FALSE,817,FALSE
1,046,DR,046M20,30-Mar-05,15/8/07,FALSE,868,FALSE
1,046,DR,046M04,30-Mar-05,20/11/07,FALSE,965,FALSE
1,046,DR,046M02,30-Mar-05,22/12/07,FALSE,997,FALSE
1,046,DR,046M10,30-Mar-05,9/1/08,FALSE,1015,FALSE
1,046,DR,046M16,30-Mar-05,13/1/08,FALSE,1019,FALSE
1,046,DR,046M22,30-Mar-05,26/1/08,FALSE,1032,FALSE
1,046,DR,046M08,30-Mar-05,5/3/08,FALSE,1071,FALSE
1,046,DR,046M14,30-Mar-05,11/3/08,FALSE,1077,FALSE
1,046,DR,046M18,30-Mar-05,23/3/08,FALSE,1089,FALSE
1,046,DR,046M06,30-Mar-05,28/4/08,FALSE,1125,FALSE
1,046,DR,046M24,30-Mar-05,6/5/08,FALSE,1133,FALSE
1,048,AL,048M01,30-Mar-05,28/4/06,FALSE,394,FALSE
1,048,AL,048M09,30-Mar-05,2/8/06,FALSE,490,FALSE
1,048,AL,048M17,30-Mar-05,6/2/07,FALSE,678,FALSE
1,048,AL,048M03,30-Mar-05,24/2/07,FALSE,696,FALSE
1,048,AL,048M15,30-Mar-05,4/7/07,FALSE,826,FALSE
1,048,AL,048M19,30-Mar-05,8/7/07,FALSE,830,FALSE
1,048,AL,048M11,30-Mar-05,10/7/07,FALSE,832,FALSE
1,048,AL,048M07,30-Mar-05,10/7/07,FALSE,832,FALSE
1,048,AL,048M05,30-Mar-05,1/8/07,FALSE,854,FALSE
1,048,AL,048M13,30-Mar-05,31/8/07,FALSE,884,FALSE
1,048,DR,048M10,30-Mar-05,27/4/06,FALSE,393,FALSE
1,048,DR,048m02,30-Mar-05,22/7/06,FALSE,479,FALSE
1,048,DR,048m20,30-Mar-05,28/7/06,FALSE,485,FALSE
1,048,DR,048M08,30-Mar-05,16/8/06,FALSE,504,FALSE
1,048,DR,048m06,30-Mar-05,14/9/06,FALSE,533,FALSE
1,048,DR,048M04,30-Mar-05,11/1/07,FALSE,652,FALSE
1,048,DR,048M12,30-Mar-05,15/1/07,FALSE,656,FALSE
1,048,DR,048M22,30-Mar-05,1/4/07,FALSE,732,FALSE
1,048,DR,048M14,30-Mar-05,9/8/07,FALSE,862,FALSE
1,048,DR,048M16,30-Mar-05,11/10/07,FALSE,925,FALSE
1,048,DR,048M18,30-Mar-05,2/11/07,FALSE,947,FALSE
1,048,DR,048M24,30-Mar-05,11/11/07,FALSE,956,FALSE
1,051,AL,051M07,29-Mar-05,1/10/06,FALSE,551,FALSE
1,051,AL,051M05,29-Mar-05,5/5/07,FALSE,767,FALSE
1,051,AL,051M03,29-Mar-05,11/7/07,FALSE,834,FALSE
1,051,AL,051M09,29-Mar-05,6/8/07,FALSE,860,FALSE
1,051,AL,051M01,29-Mar-05,10/9/07,FALSE,895,FALSE
1,051,DR,051M18,29-Mar-05,3/3/07,FALSE,704,FALSE
1,051,DR,051M24,29-Mar-05,15/7/07,FALSE,838,FALSE
1,051,DR,051M16,29-Mar-05,3/8/07,FALSE,857,FALSE
1,051,DR,051M08,29-Mar-05,10/8/07,FALSE,864,FALSE
1,051,DR,051M06,29-Mar-05,21/11/07,FALSE,967,FALSE
1,051,DR,051M20,29-Mar-05,31/12/07,FALSE,1007,FALSE
1,051,DR,051M14,29-Mar-05,26/1/08,FALSE,1033,FALSE
1,051,DR,051M22,29-Mar-05,8/3/08,FALSE,1075,FALSE
1,051,DR,051M02,29-Mar-05,31/3/08,FALSE,1098,FALSE
1,051,DR,051M12,29-Mar-05,3/4/08,FALSE,1101,FALSE
1,051,DR,051M10,29-Mar-05,9/4/08,FALSE,1107,FALSE
1,051,DR,051M04,29-Mar-05,11/4/08,FALSE,1109,FALSE
1,066,AL,066M19,01-Apr-05,10/11/05,FALSE,223,FALSE
1,066,AL,066M09,01-Apr-05,2/4/06,FALSE,366,FALSE
1,066,AL,066M05,01-Apr-05,4/4/06,FALSE,368,FALSE
1,066,AL,066M11,01-Apr-05,18/7/06,FALSE,473,FALSE
1,066,AL,066M15,01-Apr-05,23/8/06,FALSE,509,FALSE
1,066,AL,066M03,01-Apr-05,15/11/06,FALSE,593,FALSE
1,066,AL,066M17,01-Apr-05,24/11/06,FALSE,602,FALSE
1,066,AL,066M01,01-Apr-05,22/3/07,FALSE,720,FALSE
1,066,AL,066M07,01-Apr-05,21/4/07,FALSE,750,FALSE
1,066,AL,066M13,01-Apr-05,14/11/07,FALSE,957,FALSE
1,066,DR,066M20,01-Apr-05,6/9/05,FALSE,158,FALSE
1,066,DR,066M18,01-Apr-05,1/2/06,FALSE,306,FALSE
1,066,DR,066M10,01-Apr-05,17/2/06,FALSE,322,FALSE
1,066,DR,066M14,01-Apr-05,3/3/06,FALSE,336,FALSE
1,066,DR,066M06,01-Apr-05,29/3/06,FALSE,362,FALSE
1,066,DR,066M08,01-Apr-05,18/4/06,FALSE,382,FALSE
1,066,DR,066M24,01-Apr-05,22/7/07,FALSE,842,FALSE
1,066,DR,066M22,01-Apr-05,31/7/07,FALSE,851,FALSE
1,066,DR,066M16,01-Apr-05,9/2/08,FALSE,1044,FALSE
1,066,DR,066M02,01-Apr-05,29/2/08,FALSE,1064,FALSE
1,066,DR,066M04,01-Apr-05,18/3/08,FALSE,1082,FALSE
1,076,AL,076M17,31-Mar-05,22/6/06,FALSE,448,FALSE
1,076,AL,076M01,31-Mar-05,20/7/06,FALSE,476,FALSE
1,076,AL,076M07,31-Mar-05,25/4/07,FALSE,755,FALSE
1,076,AL,076M19,31-Mar-05,2/5/07,FALSE,762,FALSE
1,076,AL,076M09,31-Mar-05,11/5/07,FALSE,771,FALSE
1,076,AL,076M15,31-Mar-05,25/7/07,FALSE,846,FALSE
1,076,AL,076M13,31-Mar-05,29/7/07,FALSE,850,FALSE
1,076,AL,076M11,31-Mar-05,24/8/07,FALSE,876,FALSE
1,076,AL,076M05,31-Mar-05,2/9/07,FALSE,885,FALSE
1,076,AL,076M03,31-Mar-05,12/9/07,FALSE,895,FALSE
1,076,DR,076M12,31-Mar-05,17/3/06,FALSE,351,FALSE
1,076,DR,076M06,31-Mar-05,29/6/06,FALSE,455,FALSE
1,076,DR,076M24,31-Mar-05,12/12/06,FALSE,621,FALSE
1,076,DR,076M20,31-Mar-05,27/1/07,FALSE,667,FALSE
1,076,DR,076M08,31-Mar-05,26/2/07,FALSE,697,FALSE
1,076,DR,076M14,31-Mar-05,2/3/07,FALSE,701,FALSE
1,076,DR,076M02,31-Mar-05,21/4/07,FALSE,751,FALSE
1,076,DR,076M16,31-Mar-05,29/4/07,FALSE,759,FALSE
1,076,DR,076M04,31-Mar-05,5/5/07,FALSE,765,FALSE
1,076,DR,076M22,31-Mar-05,31/5/07,FALSE,791,FALSE
1,076,DR,076M10,31-Mar-05,7/6/07,FALSE,798,FALSE
1,088,AL,088M09,30-Mar-05,26/6/07,FALSE,818,FALSE
1,088,AL,088M05,30-Mar-05,3/7/07,FALSE,825,FALSE
1,088,AL,088M15,30-Mar-05,28/7/07,FALSE,850,FALSE
1,088,AL,088M19,30-Mar-05,31/10/07,FALSE,945,FALSE
1,088,AL,088M07,30-Mar-05,12/11/07,FALSE,957,FALSE
1,088,AL,088M01,30-Mar-05,17/11/07,FALSE,962,FALSE
1,088,AL,088M17,30-Mar-05,19/11/07,FALSE,964,FALSE
1,088,AL,088M13,30-Mar-05,3/1/08,FALSE,1009,FALSE
1,088,AL,088M11,30-Mar-05,25/2/08,FALSE,1062,FALSE
1,088,AL,088M03,30-Mar-05,11/3/08,FALSE,1077,FALSE
1,088,DR,088M22,30-Mar-05,30/6/07,FALSE,822,FALSE
1,088,DR,088M14,30-Mar-05,30/7/07,FALSE,852,FALSE
1,088,DR,088M18,30-Mar-05,20/8/07,FALSE,873,FALSE
1,088,DR,088M16,30-Mar-05,19/9/07,FALSE,903,FALSE
1,088,DR,088M20,30-Mar-05,23/9/07,FALSE,907,FALSE
1,088,DR,088M24,30-Mar-05,27/9/07,FALSE,911,FALSE
1,088,DR,088M02,30-Mar-05,28/9/07,FALSE,912,FALSE
1,088,DR,088M12,30-Mar-05,7/11/07,FALSE,952,FALSE
1,088,DR,088M08,30-Mar-05,30/11/07,FALSE,975,FALSE
1,088,DR,088M04,30-Mar-05,6/12/07,FALSE,981,FALSE
1,088,DR,088M10,30-Mar-05,21/12/07,FALSE,996,FALSE
1,088,DR,088M06,30-Mar-05,31/12/07,FALSE,1006,FALSE
1,089,AL,089M07,30-Mar-05,28/6/06,FALSE,455,FALSE
1,089,AL,089M03,30-Mar-05,17/12/06,FALSE,627,FALSE
1,089,AL,089M11,30-Mar-05,9/1/07,FALSE,650,FALSE
1,089,AL,089M19,30-Mar-05,15/1/07,FALSE,656,FALSE
1,089,AL,089M15,30-Mar-05,15/1/07,FALSE,656,FALSE
1,089,AL,089M05,30-Mar-05,2/2/07,FALSE,674,FALSE
1,089,AL,089M01,30-Mar-05,27/4/07,FALSE,758,FALSE
1,089,AL,089M09,30-Mar-05,27/9/07,FALSE,911,FALSE
1,089,AL,089M17,30-Mar-05,17/10/07,FALSE,931,FALSE
1,089,DR,089M24,30-Mar-05,25/8/07,FALSE,878,FALSE
1,089,DR,089M18,30-Mar-05,14/12/07,FALSE,989,FALSE
1,089,DR,089M10,30-Mar-05,6/1/08,FALSE,1012,FALSE
1,089,DR,089M04,30-Mar-05,13/1/08,FALSE,1019,FALSE
1,089,DR,089M06,30-Mar-05,10/2/08,FALSE,1047,FALSE
1,089,DR,089M12,30-Mar-05,25/2/08,FALSE,1062,FALSE
1,089,DR,089M22,30-Mar-05,22/4/08,FALSE,1119,FALSE
1,089,DR,089M02,30-Mar-05,1/5/08,FALSE,1128,FALSE
1,089,DR,089M14,30-Mar-05,8/5/08,FALSE,1135,FALSE
1,090,AL,090M05,02-Apr-05,4/4/07,FALSE,732,FALSE
1,090,AL,090M03,02-Apr-05,18/4/07,FALSE,746,FALSE
1,090,AL,090M09,02-Apr-05,2/6/07,FALSE,791,FALSE
1,090,AL,090M01,02-Apr-05,9/6/07,FALSE,798,FALSE
1,090,AL,090M07,02-Apr-05,18/6/07,FALSE,807,FALSE
1,090,AL,090M15,02-Apr-05,20/8/07,FALSE,870,FALSE
