Cohort,Strain,Diet,MouseID,DOB,MortalityDate,UnnaturalCauseOfDeath,Lifespan,DontUseThisAnimal
2,086,AL,086M13,02-Jul-05,27/4/08,FALSE,1030,FALSE
2,086,AL,086M11,02-Jul-05,30/4/08,FALSE,1033,FALSE
2,086,AL,086M19,02-Jul-05,30/4/08,FALSE,1033,FALSE
2,086,DR,086M04,02-Jul-05,19/10/05,FALSE,109,FALSE
2,086,DR,086M06,02-Jul-05,31/10/05,FALSE,121,FALSE
2,086,DR,086M20,02-Jul-05,10/11/05,FALSE,131,FALSE
2,086,DR,086M18,02-Jul-05,26/2/06,FALSE,239,FALSE
2,086,DR,086M10,02-Jul-05,30/10/06,FALSE,485,FALSE
2,086,DR,086M24,02-Jul-05,2/11/06,FALSE,488,FALSE
2,086,DR,086M22,02-Jul-05,6/12/06,FALSE,522,FALSE
2,086,DR,086M02,02-Jul-05,14/12/06,FALSE,530,FALSE
2,086,DR,086M14,02-Jul-05,6/1/07,FALSE,553,FALSE
2,086,DR,086M08,02-Jul-05,4/6/07,FALSE,702,FALSE
2,086,DR,086M12,02-Jul-05,9/6/07,FALSE,707,FALSE
2,086,DR,086M16,02-Jul-05,20/6/07,FALSE,718,FALSE
2,092,AL,092M09,01-Jul-05,8/1/07,FALSE,556,FALSE
2,092,AL,092M05,01-Jul-05,28/6/07,FALSE,727,FALSE
2,092,AL,092M17,01-Jul-05,16/10/07,FALSE,837,FALSE
2,092,AL,092M15,01-Jul-05,16/10/07,FALSE,837,FALSE
2,092,AL,092M11,01-Jul-05,2/11/07,FALSE,854,FALSE
2,092,AL,092M01,01-Jul-05,9/11/07,FALSE,861,FALSE
2,092,AL,092m03,01-Jul-05,22/11/07,FALSE,874,FALSE
2,092,AL,092m07,01-Jul-05,24/11/07,FALSE,876,FALSE
2,092,AL,092M19,01-Jul-05,12/12/07,FALSE,894,FALSE
2,092,AL,092M13,01-Jul-05,17/5/08,FALSE,1051,FALSE
2,092,DR,092M16,01-Jul-05,18/4/06,FALSE,291,FALSE
2,092,DR,092M18,01-Jul-05,26/6/06,FALSE,360,FALSE
2,092,DR,092M12,01-Jul-05,13/1/07,FALSE,561,FALSE
2,092,DR,092M22,01-Jul-05,15/12/07,FALSE,897,FALSE
2,092,DR,092M20,01-Jul-05,21/12/07,FALSE,903,FALSE
2,092,DR,092M24,01-Jul-05,1/2/08,FALSE,945,FALSE
2,092,DR,092M08,01-Jul-05,26/3/08,FALSE,999,FALSE
2,092,DR,092M02,01-Jul-05,25/6/08,FALSE,1090,FALSE
2,092,DR,092M04,01-Jul-05,5/7/08,FALSE,1100,FALSE
2,092,DR,092M06,01-Jul-05,10/7/08,FALSE,1105,FALSE
2,092,DR,092M14,01-Jul-05,15/7/08,FALSE,1110,FALSE
2,094,AL,094M11,02-Jul-05,18/11/06,FALSE,504,FALSE
2,094,AL,094M09,02-Jul-05,7/5/07,FALSE,674,FALSE
2,094,AL,094M15,02-Jul-05,5/7/07,FALSE,733,FALSE
2,094,AL,094M07,02-Jul-05,17/8/07,FALSE,776,FALSE
2,094,AL,094M03,02-Jul-05,22/9/07,FALSE,812,FALSE
2,094,AL,094M13,02-Jul-05,16/10/07,FALSE,836,FALSE
2,094,AL,094M01,02-Jul-05,11/11/07,FALSE,862,FALSE
2,094,AL,094M05,02-Jul-05,1/4/08,FALSE,1004,FALSE
2,094,AL,094M19,02-Jul-05,2/4/08,FALSE,1005,FALSE
2,094,AL,094M17,02-Jul-05,14/4/08,FALSE,1017,FALSE
2,094,DR,094M24,02-Jul-05,14/3/07,FALSE,620,FALSE
2,094,DR,094M18,02-Jul-05,2/7/07,FALSE,730,FALSE
2,094,DR,094M14,02-Jul-05,29/7/07,FALSE,757,FALSE
2,094,DR,094M22,02-Jul-05,5/8/07,FALSE,764,FALSE
2,094,DR,094M20,02-Jul-05,24/8/07,FALSE,783,FALSE
2,094,DR,094M16,02-Jul-05,5/9/07,FALSE,795,FALSE
2,094,DR,094M04,02-Jul-05,1/3/08,FALSE,973,FALSE
2,094,DR,094M12,02-Jul-05,24/3/08,FALSE,996,FALSE
2,094,DR,094M02,02-Jul-05,27/4/08,FALSE,1030,FALSE
2,094,DR,094M08,02-Jul-05,29/4/08,FALSE,1032,FALSE
2,094,DR,094M06,02-Jul-05,4/5/08,FALSE,1037,FALSE
2,094,DR,094M10,02-Jul-05,13/5/08,FALSE,1046,FALSE
2,099,AL,099M13,01-Jul-05,17/7/06,FALSE,381,FALSE
2,099,AL,099M09,01-Jul-05,7/5/07,FALSE,675,FALSE
2,099,AL,099M05,01-Jul-05,22/9/07,FALSE,813,FALSE
2,099,AL,099M01,01-Jul-05,29/9/07,FALSE,820,FALSE
2,099,AL,099M03,01-Jul-05,10/12/07,FALSE,892,FALSE
2,099,AL,099M15,01-Jul-05,7/2/08,FALSE,951,FALSE
2,099,AL,099M11,01-Jul-05,11/3/08,FALSE,984,FALSE
2,099,AL,099M19,01-Jul-05,20/3/08,FALSE,993,FALSE
2,099,AL,099M07,01-Jul-05,24/3/08,FALSE,997,FALSE
2,099,DR,099M02,01-Jul-05,19/9/05,FALSE,80,FALSE
2,099,DR,099M04,01-Jul-05,12/12/05,FALSE,164,FALSE
2,099,DR,099M16,01-Jul-05,12/12/05,FALSE,164,FALSE
2,099,DR,099M14,01-Jul-05,9/1/06,FALSE,192,FALSE
2,099,DR,099m12,01-Jul-05,13/1/06,FALSE,196,FALSE
2,099,DR,099m20,01-Jul-05,13/2/06,FALSE,227,FALSE
2,099,DR,099M06,01-Jul-05,19/2/06,FALSE,233,FALSE
2,099,DR,099M22,01-Jul-05,30/12/06,FALSE,547,FALSE
2,099,DR,099M18,01-Jul-05,25/3/07,FALSE,632,FALSE
2,099,DR,099M10,01-Jul-05,29/5/07,FALSE,697,FALSE
2,099,DR,099M08,01-Jul-05,12/6/07,FALSE,711,FALSE
2,099,DR,099M24,01-Jul-05,16/6/07,FALSE,715,FALSE
2,100,AL,100M19,05-Jul-05,18/9/06,FALSE,440,FALSE
2,100,AL,100M11,05-Jul-05,25/1/07,FALSE,569,FALSE
2,100,AL,100M15,05-Jul-05,6/3/07,FALSE,609,FALSE
2,100,AL,100M05,05-Jul-05,6/8/07,FALSE,762,FALSE
2,100,AL,100M01,05-Jul-05,7/10/07,FALSE,824,FALSE
2,100,AL,100M13,05-Jul-05,7/1/08,FALSE,916,FALSE
2,100,AL,100M09,05-Jul-05,7/1/08,FALSE,916,FALSE
2,100,AL,100M17,05-Jul-05,15/1/08,FALSE,924,FALSE
2,100,AL,100M07,05-Jul-05,15/2/08,FALSE,955,FALSE
2,100,AL,100M03,05-Jul-05,1/3/08,FALSE,970,FALSE
2,100,DR,100M18,05-Jul-05,6/2/07,FALSE,581,FALSE
2,100,DR,100M14,05-Jul-05,6/3/07,FALSE,609,FALSE
2,100,DR,100M12,05-Jul-05,14/6/07,FALSE,709,FALSE
2,100,DR,100M22,05-Jul-05,24/6/07,FALSE,719,FALSE
2,100,DR,100M24,05-Jul-05,14/7/07,FALSE,739,FALSE
2,100,DR,100M16,05-Jul-05,28/9/07,FALSE,815,FALSE
2,100,DR,100M10,05-Jul-05,8/12/07,FALSE,886,FALSE
2,100,DR,100M08,05-Jul-05,9/1/08,FALSE,918,FALSE
2,100,DR,100M02,05-Jul-05,22/1/08,FALSE,931,FALSE
2,100,DR,100M20,05-Jul-05,9/2/08,FALSE,949,FALSE
2,100,DR,100M06,05-Jul-05,15/2/08,FALSE,955,FALSE
2,100,DR,100M04,05-Jul-05,22/2/08,FALSE,962,FALSE
2,110,AL,110M09,03-Jul-05,9/6/07,FALSE,706,FALSE
2,110,AL,110M13,03-Jul-05,18/10/07,FALSE,837,FALSE
2,110,AL,110M17,03-Jul-05,8/11/07,FALSE,858,FALSE
2,110,AL,110M19,03-Jul-05,14/12/07,FALSE,894,FALSE
2,110,AL,110M05,03-Jul-05,1/2/08,FALSE,943,FALSE
2,110,AL,110M07,03-Jul-05,25/2/08,FALSE,967,FALSE
2,110,AL,110M15,03-Jul-05,10/3/08,FALSE,981,FALSE
2,110,AL,110M03,03-Jul-05,13/3/08,FALSE,984,FALSE
2,110,AL,110M11,03-Jul-05,16/3/08,FALSE,987,FALSE
2,110,AL,110M01,03-Jul-05,10/4/08,FALSE,1012,FALSE
2,110,DR,110M18,03-Jul-05,30/9/05,FALSE,89,FALSE
2,110,DR,110m10,03-Jul-05,13/11/05,FALSE,133,FALSE
2,110,DR,110M08,03-Jul-05,29/11/06,FALSE,514,FALSE
2,110,DR,110M20,03-Jul-05,26/12/06,FALSE,541,FALSE
2,110,DR,110M14,03-Jul-05,18/2/07,FALSE,595,FALSE
2,110,DR,110M12,03-Jul-05,11/12/07,FALSE,891,FALSE
2,110,DR,110M16,03-Jul-05,11/1/08,FALSE,922,FALSE
2,110,DR,110M22,03-Jul-05,10/4/08,FALSE,1012,FALSE
2,110,DR,110M02,03-Jul-05,3/5/08,FALSE,1035,FALSE
2,110,DR,110M24,03-Jul-05,25/6/08,FALSE,1088,FALSE
2,110,DR,110M04,03-Jul-05,1/7/08,FALSE,1094,FALSE
2,110,DR,110M06,03-Jul-05,26/7/08,FALSE,1119,FALSE
2,114,AL,114M15,02-Jul-05,11/4/07,FALSE,648,FALSE
2,114,AL,114M01,02-Jul-05,25/5/07,FALSE,692,FALSE
2,114,AL,114M17,02-Jul-05,28/5/07,FALSE,695,FALSE
2,114,AL,114M13,02-Jul-05,8/6/07,FALSE,706,FALSE
2,114,AL,114M03,02-Jul-05,8/7/07,FALSE,736,FALSE
2,114,AL,114M11,02-Jul-05,7/11/07,FALSE,858,FALSE
2,114,AL,114M05,02-Jul-05,19/11/07,FALSE,870,FALSE
2,114,AL,114M19,02-Jul-05,22/12/07,FALSE,903,FALSE
2,114,AL,114M07,02-Jul-05,12/1/08,FALSE,924,FALSE
2,114,DR,114M10,02-Jul-05,23/7/06,FALSE,386,FALSE
2,114,DR,114M24,02-Jul-05,28/1/07,FALSE,575,FALSE
2,114,DR,114M06,02-Jul-05,4/2/07,FALSE,582,FALSE
2,114,DR,114M14,02-Jul-05,20/2/07,FALSE,598,FALSE
2,114,DR,114M08,02-Jul-05,27/3/07,FALSE,633,FALSE
2,114,DR,114M22,02-Jul-05,13/4/07,FALSE,650,FALSE
2,114,DR,114M04,02-Jul-05,24/4/07,FALSE,661,FALSE
2,114,DR,114M16,02-Jul-05,10/6/07,FALSE,708,FALSE
2,114,DR,114M02,02-Jul-05,26/6/07,FALSE,724,FALSE
2,114,DR,114M12,02-Jul-05,2/7/07,FALSE,730,FALSE
2,114,DR,114M20,02-Jul-05,10/7/07,FALSE,738,FALSE
2,114,DR,114M18,02-Jul-05,27/7/07,FALSE,755,FALSE
2,115,AL,115M11,02-Jul-05,18/9/06,FALSE,443,FALSE
2,115,AL,115M07,02-Jul-05,24/9/06,FALSE,449,FALSE
2,115,AL,115M19,02-Jul-05,3/10/06,FALSE,458,FALSE
2,115,AL,115M09,02-Jul-05,17/4/07,FALSE,654,FALSE
2,115,AL,115M05,02-Jul-05,10/5/07,FALSE,677,FALSE
2,115,AL,115M03,02-Jul-05,29/5/07,FALSE,696,FALSE
2,115,AL,115M17,02-Jul-05,21/8/07,FALSE,780,FALSE
2,115,AL,115M13,02-Jul-05,10/9/07,FALSE,800,FALSE
2,115,AL,115M01,02-Jul-05,13/10/07,FALSE,833,FALSE
2,115,DR,115m20,02-Jul-05,16/2/06,FALSE,229,FALSE
2,115,DR,115M22,02-Jul-05,16/12/06,FALSE,532,FALSE
2,115,DR,115M04,02-Jul-05,27/5/08,FALSE,1060,FALSE
2,115,DR,115M16,02-Jul-05,30/6/08,FALSE,1094,FALSE
2,115,DR,115M18,02-Jul-05,30/11/08,FALSE,1247,FALSE
2,115,DR,115M14,02-Jul-05,26/1/09,FALSE,1304,FALSE
2,115,DR,115M24,02-Jul-05,1/2/09,FALSE,1310,FALSE
2,115,DR,115M10,02-Jul-05,3/2/09,FALSE,1312,FALSE
